Job Title,Sector
Immigration Paralegal,"Law, Legal Services, and Public Administration"
Immigration Policy Advocate,"Law, Legal Services, and Public Administration"
Immigration Policy Analyst,"Law, Legal Services, and Public Administration"
Immigration Policy Consultant,"Law, Legal Services, and Public Administration"
Immigration Policy Researcher,"Law, Legal Services, and Public Administration"
Immigration Services Consultant,"Law, Legal Services, and Public Administration"
Immigration Services Coordinator,"Law, Legal Services, and Public Administration"
Insurance Claims Adjuster,"Law, Legal Services, and Public Administration"
Insurance Defense Attorney,"Law, Legal Services, and Public Administration"
Insurance Regulatory Attorney,"Law, Legal Services, and Public Administration"
Insurance Regulatory Compliance Specialist,"Law, Legal Services, and Public Administration"
Intellectual Property Auditor,"Law, Legal Services, and Public Administration"
Intellectual Property Consultant,"Law, Legal Services, and Public Administration"
Intellectual Property Development Specialist,"Law, Legal Services, and Public Administration"
Intellectual Property Enforcement Attorney,"Law, Legal Services, and Public Administration"
Intellectual Property Enforcement Specialist,"Law, Legal Services, and Public Administration"
Intellectual Property Lawyer,"Law, Legal Services, and Public Administration"
Intellectual Property Litigation Attorney,"Law, Legal Services, and Public Administration"
Intellectual Property Litigation Specialist,"Law, Legal Services, and Public Administration"
Intellectual Property Manager,"Law, Legal Services, and Public Administration"
Intellectual Property Paralegal,"Law, Legal Services, and Public Administration"
Intellectual Property Policy Advisor,"Law, Legal Services, and Public Administration"
Intellectual Property Policy Specialist,"Law, Legal Services, and Public Administration"
Intellectual Property Rights Advocate,"Law, Legal Services, and Public Administration"
Intellectual Property Strategy Consultant,"Law, Legal Services, and Public Administration"
International Arbitration Lawyer,"Law, Legal Services, and Public Administration"
International Arbitration Specialist,"Law, Legal Services, and Public Administration"
International Business Compliance Officer,"Law, Legal Services, and Public Administration"
International Business Lawyer,"Law, Legal Services, and Public Administration"
International Court Judge,"Law, Legal Services, and Public Administration"
International Development Lawyer,"Law, Legal Services, and Public Administration"
International Environmental Lawyer,"Law, Legal Services, and Public Administration"
International Human Rights Advocate,"Law, Legal Services, and Public Administration"
International Human Rights Compliance Officer,"Law, Legal Services, and Public Administration"
International Human Rights Researcher,"Law, Legal Services, and Public Administration"
International Human Rights Specialist,"Law, Legal Services, and Public Administration"
International Humanitarian Lawyer,"Law, Legal Services, and Public Administration"
International Law Advisor,"Law, Legal Services, and Public Administration"
International Law Compliance Consultant,"Law, Legal Services, and Public Administration"
International Law Compliance Officer,"Law, Legal Services, and Public Administration"
International Law Consultant,"Law, Legal Services, and Public Administration"
International Law Policy Analyst,"Law, Legal Services, and Public Administration"
International Law Research Consultant,"Law, Legal Services, and Public Administration"
International Law Researcher,"Law, Legal Services, and Public Administration"
International Law Specialist,"Law, Legal Services, and Public Administration"
International Relations Consultant,"Law, Legal Services, and Public Administration"
International Relations Lawyer,"Law, Legal Services, and Public Administration"
International Trade Attorney,"Law, Legal Services, and Public Administration"
International Trade Compliance Analyst,"Law, Legal Services, and Public Administration"
International Trade Compliance Manager,"Law, Legal Services, and Public Administration"
International Trade Compliance Officer,"Law, Legal Services, and Public Administration"
International Trade Compliance Specialist,"Law, Legal Services, and Public Administration"
International Trade Law Specialist,"Law, Legal Services, and Public Administration"
International Trade Lawyer,"Law, Legal Services, and Public Administration"
International Trade Policy Analyst,"Law, Legal Services, and Public Administration"
International Trade Policy Consultant,"Law, Legal Services, and Public Administration"
Judge,"Law, Legal Services, and Public Administration"
Judge Advocate General (JAG),"Law, Legal Services, and Public Administration"
Judicial Assistant,"Law, Legal Services, and Public Administration"
Judicial Law Clerk,"Law, Legal Services, and Public Administration"
Jury Consultant,"Law, Legal Services, and Public Administration"
Juvenile Court Judge,"Law, Legal Services, and Public Administration"
Labor Law Compliance Officer,"Law, Legal Services, and Public Administration"
Labor Law Consultant,"Law, Legal Services, and Public Administration"
Labor Law Educator,"Law, Legal Services, and Public Administration"
Labor Law Researcher,"Law, Legal Services, and Public Administration"
Labor Relations Attorney,"Law, Legal Services, and Public Administration"
Labor Relations Consultant,"Law, Legal Services, and Public Administration"
Labor Relations Researcher,"Law, Legal Services, and Public Administration"
Labor Relations Specialist,"Law, Legal Services, and Public Administration"
Land Use Attorney,"Law, Legal Services, and Public Administration"
Land Use Planner,"Law, Legal Services, and Public Administration"
Landlord-Tenant Lawyer,"Law, Legal Services, and Public Administration"
Law Clerk,"Law, Legal Services, and Public Administration"
Law Enforcement Liaison,"Law, Legal Services, and Public Administration"
Law Firm Administrator,"Law, Legal Services, and Public Administration"
Law Firm Business Development Manager,"Law, Legal Services, and Public Administration"
Law Firm Marketing Director,"Law, Legal Services, and Public Administration"
Law Firm Operations Manager,"Law, Legal Services, and Public Administration"
Law Librarian,"Law, Legal Services, and Public Administration"
Law Professor,"Law, Legal Services, and Public Administration"
Legal Advisor,"Law, Legal Services, and Public Administration"
Legal Affairs Coordinator,"Law, Legal Services, and Public Administration"
Legal Affairs Specialist,"Law, Legal Services, and Public Administration"
Legal Aid Advocate,"Law, Legal Services, and Public Administration"
Legal Aid Attorney,"Law, Legal Services, and Public Administration"
Legal Aid Case Manager,"Law, Legal Services, and Public Administration"
Legal Aid Caseworker,"Law, Legal Services, and Public Administration"
Legal Aid Coordinator,"Law, Legal Services, and Public Administration"
Legal Aid Fundraising Coordinator,"Law, Legal Services, and Public Administration"
Legal Aid Outreach Coordinator,"Law, Legal Services, and Public Administration"
Legal Aid Outreach Specialist,"Law, Legal Services, and Public Administration"
Legal Aid Program Coordinator,"Law, Legal Services, and Public Administration"
Legal Aid Program Director,"Law, Legal Services, and Public Administration"
Legal Analyst,"Law, Legal Services, and Public Administration"
Legal Assistant,"Law, Legal Services, and Public Administration"
Legal Case Analyst,"Law, Legal Services, and Public Administration"
Legal Case Management Specialist,"Law, Legal Services, and Public Administration"
Legal Claims Adjuster,"Law, Legal Services, and Public Administration"
Legal Claims Analyst,"Law, Legal Services, and Public Administration"
Legal Compliance Analyst,"Law, Legal Services, and Public Administration"
Legal Compliance Auditor,"Law, Legal Services, and Public Administration"
Legal Compliance Consultant,"Law, Legal Services, and Public Administration"
Legal Compliance Manager,"Law, Legal Services, and Public Administration"
Legal Compliance Officer,"Law, Legal Services, and Public Administration"
Legal Compliance Researcher,"Law, Legal Services, and Public Administration"
Legal Compliance Specialist,"Law, Legal Services, and Public Administration"
Legal Compliance Training Specialist,"Law, Legal Services, and Public Administration"
Legal Consultant,"Law, Legal Services, and Public Administration"
Legal Contract Negotiator,"Law, Legal Services, and Public Administration"
Legal Contract Specialist,"Law, Legal Services, and Public Administration"
Legal Document Automation Consultant,"Law, Legal Services, and Public Administration"
Legal Document Automation Specialist,"Law, Legal Services, and Public Administration"
Legal Document Control Specialist,"Law, Legal Services, and Public Administration"
Legal Document Management Specialist,"Law, Legal Services, and Public Administration"
Legal Document Review Specialist,"Law, Legal Services, and Public Administration"
Legal Document Specialist,"Law, Legal Services, and Public Administration"
Legal Editor,"Law, Legal Services, and Public Administration"
Legal Education Advocate,"Law, Legal Services, and Public Administration"
Legal Education Coordinator,"Law, Legal Services, and Public Administration"
Legal Education Researcher,"Law, Legal Services, and Public Administration"
Legal Educator/Professor,"Law, Legal Services, and Public Administration"
Legal Ethics Consultant,"Law, Legal Services, and Public Administration"
Legal Ethics Counsel,"Law, Legal Services, and Public Administration"
Legal Ethics Investigator,"Law, Legal Services, and Public Administration"
Legal Ethics Officer,"Law, Legal Services, and Public Administration"
Legal Finance Specialist,"Law, Legal Services, and Public Administration"
Legal Information Specialist,"Law, Legal Services, and Public Administration"
Legal Innovation Specialist,"Law, Legal Services, and Public Administration"
Legal Intern,"Law, Legal Services, and Public Administration"
Legal Investigator,"Law, Legal Services, and Public Administration"
Legal Knowledge Management Officer,"Law, Legal Services, and Public Administration"
Legal Knowledge Management Specialist,"Law, Legal Services, and Public Administration"
Legal Marketing Consultant,"Law, Legal Services, and Public Administration"
Legal Marketing Manager,"Law, Legal Services, and Public Administration"
Legal Marketing Specialist,"Law, Legal Services, and Public Administration"
Legal Mediator,"Law, Legal Services, and Public Administration"
Legal Operations Analyst,"Law, Legal Services, and Public Administration"
Legal Operations Coordinator,"Law, Legal Services, and Public Administration"
Legal Operations Manager,"Law, Legal Services, and Public Administration"
Legal Outreach Advocate,"Law, Legal Services, and Public Administration"
Legal Outreach Coordinator,"Law, Legal Services, and Public Administration"
Legal Outreach Specialist,"Law, Legal Services, and Public Administration"
Legal Policy Advisor,"Law, Legal Services, and Public Administration"
Legal Policy Researcher,"Law, Legal Services, and Public Administration"
Legal Process Improvement Specialist,"Law, Legal Services, and Public Administration"
Legal Process Outsourcing Manager,"Law, Legal Services, and Public Administration"
Legal Project Coordinator,"Law, Legal Services, and Public Administration"
Legal Project Manager,"Law, Legal Services, and Public Administration"
Legal Recruiter,"Law, Legal Services, and Public Administration"
Legal Research Analyst,"Law, Legal Services, and Public Administration"
Legal Research and Writing Specialist,"Law, Legal Services, and Public Administration"
Legal Research Assistant,"Law, Legal Services, and Public Administration"
Legal Research Consultant,"Law, Legal Services, and Public Administration"
Legal Research Fellow,"Law, Legal Services, and Public Administration"
Legal Research Librarian,"Law, Legal Services, and Public Administration"
Legal Researcher,"Law, Legal Services, and Public Administration"
Legal Resource Manager,"Law, Legal Services, and Public Administration"
Legal Risk Analyst,"Law, Legal Services, and Public Administration"
Legal Risk Assessment Specialist,"Law, Legal Services, and Public Administration"
Legal Risk Consultant,"Law, Legal Services, and Public Administration"
Legal Risk Management Consultant,"Law, Legal Services, and Public Administration"
Legal Secretary,"Law, Legal Services, and Public Administration"
Legal Services Coordinator,"Law, Legal Services, and Public Administration"
Legal Strategy Advisor,"Law, Legal Services, and Public Administration"
Legal Systems Analyst,"Law, Legal Services, and Public Administration"
Legal Technology Analyst,"Law, Legal Services, and Public Administration"
Legal Technology Business Analyst,"Law, Legal Services, and Public Administration"
Legal Technology Compliance Analyst,"Law, Legal Services, and Public Administration"
Legal Technology Consultant,"Law, Legal Services, and Public Administration"
Legal Technology Implementation Manager,"Law, Legal Services, and Public Administration"
Legal Technology Integration Specialist,"Law, Legal Services, and Public Administration"
Legal Technology Operations Manager,"Law, Legal Services, and Public Administration"
Legal Technology Project Coordinator,"Law, Legal Services, and Public Administration"
Legal Technology Project Manager,"Law, Legal Services, and Public Administration"
Legal Technology Research Analyst,"Law, Legal Services, and Public Administration"
Legal Technology Researcher,"Law, Legal Services, and Public Administration"
Legal Technology Risk Manager,"Law, Legal Services, and Public Administration"
Legal Technology Sales Specialist,"Law, Legal Services, and Public Administration"
Legal Technology Solutions Architect,"Law, Legal Services, and Public Administration"
Legal Technology Specialist,"Law, Legal Services, and Public Administration"
Legal Technology Support Analyst,"Law, Legal Services, and Public Administration"
Legal Technology Support Specialist,"Law, Legal Services, and Public Administration"
Legal Technology Trainer,"Law, Legal Services, and Public Administration"
Legal Training and Development Specialist,"Law, Legal Services, and Public Administration"
Legal Training Coordinator,"Law, Legal Services, and Public Administration"
Legal Training Specialist,"Law, Legal Services, and Public Administration"
Legal Transcriptionist,"Law, Legal Services, and Public Administration"
Legal Writer,"Law, Legal Services, and Public Administration"
Legal Writing Instructor,"Law, Legal Services, and Public Administration"
Legislative Affairs Specialist,"Law, Legal Services, and Public Administration"
Legislative Aide,"Law, Legal Services, and Public Administration"
Legislative Analyst,"Law, Legal Services, and Public Administration"
Legislative Counsel,"Law, Legal Services, and Public Administration"
Legislative Liaison,"Law, Legal Services, and Public Administration"
Legislative Researcher,"Law, Legal Services, and Public Administration"
Litigation Attorney,"Law, Legal Services, and Public Administration"
Litigation Funding Consultant,"Law, Legal Services, and Public Administration"
Litigation Paralegal,"Law, Legal Services, and Public Administration"
Litigation Support Specialist,"Law, Legal Services, and Public Administration"
Magistrate,"Law, Legal Services, and Public Administration"
Maritime Lawyer,"Law, Legal Services, and Public Administration"
Media Law Attorney,"Law, Legal Services, and Public Administration"
Mediation Coordinator,"Law, Legal Services, and Public Administration"
Mediation Trainer,"Law, Legal Services, and Public Administration"
Mediator,"Law, Legal Services, and Public Administration"
Medical Ethics Attorney,"Law, Legal Services, and Public Administration"
Medical Malpractice Attorney,"Law, Legal Services, and Public Administration"
Municipal Court Judge,"Law, Legal Services, and Public Administration"
Nonprofit Advocacy Director,"Law, Legal Services, and Public Administration"
Nonprofit Compliance Manager,"Law, Legal Services, and Public Administration"
Nonprofit Compliance Officer,"Law, Legal Services, and Public Administration"
Nonprofit Fundraising Counsel,"Law, Legal Services, and Public Administration"
Nonprofit Governance Advisor,"Law, Legal Services, and Public Administration"
Nonprofit Governance Consultant,"Law, Legal Services, and Public Administration"
Nonprofit Governance Specialist,"Law, Legal Services, and Public Administration"
Nonprofit Legal Advisor,"Law, Legal Services, and Public Administration"
Nonprofit Legal Affairs Manager,"Law, Legal Services, and Public Administration"
Nonprofit Legal Compliance Officer,"Law, Legal Services, and Public Administration"
Nonprofit Legal Compliance Specialist,"Law, Legal Services, and Public Administration"
Nonprofit Legal Counsel,"Law, Legal Services, and Public Administration"
Nonprofit Legal Director,"Law, Legal Services, and Public Administration"
Nonprofit Legal Researcher,"Law, Legal Services, and Public Administration"
Nonprofit Manager,"Law, Legal Services, and Public Administration"
Nonprofit Organizational Lawyer,"Law, Legal Services, and Public Administration"
Nonprofit Policy Advisor,"Law, Legal Services, and Public Administration"
Nonprofit Policy Coordinator,"Law, Legal Services, and Public Administration"
Nonprofit Risk Management Specialist,"Law, Legal Services, and Public Administration"
Nonprofit Tax Advisor,"Law, Legal Services, and Public Administration"
Paralegal,"Law, Legal Services, and Public Administration"
Patent Agent,"Law, Legal Services, and Public Administration"
Patent Litigation Attorney,"Law, Legal Services, and Public Administration"
Personal Injury Lawyer,"Law, Legal Services, and Public Administration"
Policy Analyst,"Law, Legal Services, and Public Administration"
Pretrial Services Officer,"Law, Legal Services, and Public Administration"
Privacy Compliance Consultant,"Law, Legal Services, and Public Administration"
Privacy Counsel,"Law, Legal Services, and Public Administration"
Privacy Litigation Attorney,"Law, Legal Services, and Public Administration"
Privacy Litigation Specialist,"Law, Legal Services, and Public Administration"
Privacy Officer,"Law, Legal Services, and Public Administration"
Privacy Policy Analyst,"Law, Legal Services, and Public Administration"
Privacy Rights Advocate,"Law, Legal Services, and Public Administration"
Probation Officer,"Law, Legal Services, and Public Administration"
Professional Responsibility Lawyer,"Law, Legal Services, and Public Administration"
Property Law Specialist,"Law, Legal Services, and Public Administration"
Property Tax Consultant,"Law, Legal Services, and Public Administration"
Prosecutor,"Law, Legal Services, and Public Administration"
Public Administrator,"Law, Legal Services, and Public Administration"
Public Affairs Consultant,"Law, Legal Services, and Public Administration"
Public Affairs Lawyer,"Law, Legal Services, and Public Administration"
Public Affairs Policy Analyst,"Law, Legal Services, and Public Administration"
Public Budget Analyst,"Law, Legal Services, and Public Administration"
Public Defender,"Law, Legal Services, and Public Administration"
Public Health Administrator,"Law, Legal Services, and Public Administration"
Public Health Attorney,"Law, Legal Services, and Public Administration"
Public Health Compliance Officer,"Law, Legal Services, and Public Administration"
Public Health Lawyer,"Law, Legal Services, and Public Administration"
Public Health Policy Analyst,"Law, Legal Services, and Public Administration"
Public Information Officer,"Law, Legal Services, and Public Administration"
Public Interest Advocate,"Law, Legal Services, and Public Administration"
Public Interest Law Advocate,"Law, Legal Services, and Public Administration"
Public Interest Law Director,"Law, Legal Services, and Public Administration"
Public Interest Law Fellow,"Law, Legal Services, and Public Administration"
Public Interest Law Researcher,"Law, Legal Services, and Public Administration"
Public Interest Lawyer,"Law, Legal Services, and Public Administration"
Public Interest Litigation Attorney,"Law, Legal Services, and Public Administration"
Public Interest Policy Analyst,"Law, Legal Services, and Public Administration"
Public Policy Advisor,"Law, Legal Services, and Public Administration"
Public Policy Advocate,"Law, Legal Services, and Public Administration"
Public Policy Consultant,"Law, Legal Services, and Public Administration"
Public Policy Coordinator,"Law, Legal Services, and Public Administration"
Public Policy Engagement Specialist,"Law, Legal Services, and Public Administration"
Public Policy Lawyer,"Law, Legal Services, and Public Administration"
Public Policy Lobbyist,"Law, Legal Services, and Public Administration"
Public Policy Research Analyst,"Law, Legal Services, and Public Administration"
Public Policy Researcher,"Law, Legal Services, and Public Administration"
Public Records Analyst,"Law, Legal Services, and Public Administration"
Public Records Officer,"Law, Legal Services, and Public Administration"
Public Relations Specialist,"Law, Legal Services, and Public Administration"
Public Safety Administrator,"Law, Legal Services, and Public Administration"
Public Sector Compliance Officer,"Law, Legal Services, and Public Administration"
Public Sector Consultant,"Law, Legal Services, and Public Administration"
Public Sector Lawyer,"Law, Legal Services, and Public Administration"
Public Utility Compliance Officer,"Law, Legal Services, and Public Administration"
Public Utility Lawyer,"Law, Legal Services, and Public Administration"
Public Utility Policy Analyst,"Law, Legal Services, and Public Administration"
Public Utility Regulatory Analyst,"Law, Legal Services, and Public Administration"
Public Works Director,"Law, Legal Services, and Public Administration"
Real Estate Closing Agent,"Law, Legal Services, and Public Administration"
Real Estate Compliance Consultant,"Law, Legal Services, and Public Administration"
Real Estate Compliance Officer,"Law, Legal Services, and Public Administration"
Real Estate Development Attorney,"Law, Legal Services, and Public Administration"
Real Estate Development Consultant,"Law, Legal Services, and Public Administration"
Real Estate Development Lawyer,"Law, Legal Services, and Public Administration"
Real Estate Finance Lawyer,"Law, Legal Services, and Public Administration"
Real Estate Investment Attorney,"Law, Legal Services, and Public Administration"
Real Estate Lawyer,"Law, Legal Services, and Public Administration"
Real Estate Litigation Specialist,"Law, Legal Services, and Public Administration"
Real Estate Paralegal,"Law, Legal Services, and Public Administration"
Real Estate Transaction Coordinator,"Law, Legal Services, and Public Administration"
Real Estate Transaction Specialist,"Law, Legal Services, and Public Administration"
Referee,"Law, Legal Services, and Public Administration"
Regulatory Affairs Analyst,"Law, Legal Services, and Public Administration"
Regulatory Affairs Consultant,"Law, Legal Services, and Public Administration"
Regulatory Affairs Director,"Law, Legal Services, and Public Administration"
Regulatory Affairs Manager,"Law, Legal Services, and Public Administration"
Regulatory Affairs Officer,"Law, Legal Services, and Public Administration"
Regulatory Affairs Specialist,"Law, Legal Services, and Public Administration"
Regulatory Compliance Analyst,"Law, Legal Services, and Public Administration"
Regulatory Compliance Auditor,"Law, Legal Services, and Public Administration"
Regulatory Compliance Consultant,"Law, Legal Services, and Public Administration"
Regulatory Compliance Manager,"Law, Legal Services, and Public Administration"
Regulatory Compliance Researcher,"Law, Legal Services, and Public Administration"
Regulatory Compliance Specialist,"Law, Legal Services, and Public Administration"
Regulatory Compliance Trainer,"Law, Legal Services, and Public Administration"
Regulatory Policy Analyst,"Law, Legal Services, and Public Administration"
Regulatory Policy Consultant,"Law, Legal Services, and Public Administration"
Risk Assessment Consultant,"Law, Legal Services, and Public Administration"
Risk Management Specialist,"Law, Legal Services, and Public Administration"
Risk Mitigation Specialist,"Law, Legal Services, and Public Administration"
Securities Compliance Officer,"Law, Legal Services, and Public Administration"
Securities Lawyer,"Law, Legal Services, and Public Administration"
Social Justice Advocacy Director,"Law, Legal Services, and Public Administration"
Social Justice Advocate,"Law, Legal Services, and Public Administration"
Social Justice Lawyer,"Law, Legal Services, and Public Administration"
Social Justice Legal Consultant,"Law, Legal Services, and Public Administration"
Social Justice Policy Analyst,"Law, Legal Services, and Public Administration"
Social Justice Policy Consultant,"Law, Legal Services, and Public Administration"
Social Justice Research Analyst,"Law, Legal Services, and Public Administration"
Social Justice Researcher,"Law, Legal Services, and Public Administration"
Social Security Advocate,"Law, Legal Services, and Public Administration"
Social Security Disability Attorney,"Law, Legal Services, and Public Administration"
Social Services Manager,"Law, Legal Services, and Public Administration"
Special Master,"Law, Legal Services, and Public Administration"
Sports and Entertainment Lawyer,"Law, Legal Services, and Public Administration"
Stenographer,"Law, Legal Services, and Public Administration"
Superior Court Judge,"Law, Legal Services, and Public Administration"
Supreme Court Justice,"Law, Legal Services, and Public Administration"
Tax Attorney,"Law, Legal Services, and Public Administration"
Tax Compliance Analyst,"Law, Legal Services, and Public Administration"
Tax Compliance Manager,"Law, Legal Services, and Public Administration"
Tax Compliance Officer,"Law, Legal Services, and Public Administration"
Tax Exempt Organizations Lawyer,"Law, Legal Services, and Public Administration"
Tax Fraud Investigator,"Law, Legal Services, and Public Administration"
Tax Lawyer,"Law, Legal Services, and Public Administration"
Tax Litigation Attorney,"Law, Legal Services, and Public Administration"
Tax Litigation Paralegal,"Law, Legal Services, and Public Administration"
Tax Litigation Specialist,"Law, Legal Services, and Public Administration"
Tax Policy Advisor,"Law, Legal Services, and Public Administration"
Tax Policy Analyst,"Law, Legal Services, and Public Administration"
Tax Policy Compliance Analyst,"Law, Legal Services, and Public Administration"
Tax Policy Researcher,"Law, Legal Services, and Public Administration"
Technology Transactions Lawyer,"Law, Legal Services, and Public Administration"
Title Examiner,"Law, Legal Services, and Public Administration"
Title Insurance Claims Specialist,"Law, Legal Services, and Public Administration"
Title Insurance Counsel,"Law, Legal Services, and Public Administration"
Trade Compliance Specialist,"Law, Legal Services, and Public Administration"
Trade Secrets Attorney,"Law, Legal Services, and Public Administration"
Trademark Administrator,"Law, Legal Services, and Public Administration"
Transportation Law Attorney,"Law, Legal Services, and Public Administration"
Transportation Planner,"Law, Legal Services, and Public Administration"
Trial Attorney,"Law, Legal Services, and Public Administration"
Trial Consultant,"Law, Legal Services, and Public Administration"
Trial Lawyer,"Law, Legal Services, and Public Administration"
Tribunal Judge,"Law, Legal Services, and Public Administration"
Trust Administration Coordinator,"Law, Legal Services, and Public Administration"
Trust Administration Specialist,"Law, Legal Services, and Public Administration"
Trust Administrator,"Law, Legal Services, and Public Administration"
Trust and Estate Administration Officer,"Law, Legal Services, and Public Administration"
Trust and Estate Administrator,"Law, Legal Services, and Public Administration"
Trust and Estate Consultant,"Law, Legal Services, and Public Administration"
Trust and Estate Legal Assistant,"Law, Legal Services, and Public Administration"
Trust and Estate Litigation Attorney,"Law, Legal Services, and Public Administration"
Trust and Estate Planner,"Law, Legal Services, and Public Administration"
Trust and Estate Planning Attorney,"Law, Legal Services, and Public Administration"
Trust and Estate Planning Paralegal,"Law, Legal Services, and Public Administration"
Trust and Estate Planning Specialist,"Law, Legal Services, and Public Administration"
Trust Fund Administrator,"Law, Legal Services, and Public Administration"
Trust Fund Compliance Specialist,"Law, Legal Services, and Public Administration"
Trust Management Specialist,"Law, Legal Services, and Public Administration"
Trusts and Estates Lawyer,"Law, Legal Services, and Public Administration"
Urban Planner,"Law, Legal Services, and Public Administration"
Victim Advocacy Coordinator,"Law, Legal Services, and Public Administration"
Victim Advocate,"Law, Legal Services, and Public Administration"
Victim Services Coordinator,"Law, Legal Services, and Public Administration"
Victims' Rights Attorney,"Law, Legal Services, and Public Administration"
Workplace Safety Lawyer,"Law, Legal Services, and Public Administration"
Acquisition Logistician,"Logistics, Supply Chain, and Transportation"
Air Freight Coordinator,"Logistics, Supply Chain, and Transportation"
Air Traffic Controller,"Logistics, Supply Chain, and Transportation"
Aircraft Inspector,"Logistics, Supply Chain, and Transportation"
Aircraft Maintenance Engineer,"Logistics, Supply Chain, and Transportation"
Aircraft Maintenance Planner,"Logistics, Supply Chain, and Transportation"
Aircraft Maintenance Technician (Cargo),"Logistics, Supply Chain, and Transportation"
Aircraft Mechanic,"Logistics, Supply Chain, and Transportation"
Airframe and Powerplant (A&P) Mechanic,"Logistics, Supply Chain, and Transportation"
Airline Manager,"Logistics, Supply Chain, and Transportation"
Airport Operations Manager,"Logistics, Supply Chain, and Transportation"
Aviation Maintenance Manager,"Logistics, Supply Chain, and Transportation"
Aviation Safety Specialist,"Logistics, Supply Chain, and Transportation"
Aviation Security Manager,"Logistics, Supply Chain, and Transportation"
Avionics Technician,"Logistics, Supply Chain, and Transportation"
Avionics Technician (Cargo),"Logistics, Supply Chain, and Transportation"
Baggage Handler,"Logistics, Supply Chain, and Transportation"
Bridge and Tunnel Inspector,"Logistics, Supply Chain, and Transportation"
Bus Driver,"Logistics, Supply Chain, and Transportation"
Cabin Services Supervisor,"Logistics, Supply Chain, and Transportation"
Cargo Agent,"Logistics, Supply Chain, and Transportation"
Cargo Aircraft Inspector,"Logistics, Supply Chain, and Transportation"
Cargo Aircraft Mechanic,"Logistics, Supply Chain, and Transportation"
Cargo Booking Agent,"Logistics, Supply Chain, and Transportation"
Cargo Claims Specialist,"Logistics, Supply Chain, and Transportation"
Cargo Coordinator,"Logistics, Supply Chain, and Transportation"
Cargo Customer Service Representative,"Logistics, Supply Chain, and Transportation"
Cargo Flight Dispatcher,"Logistics, Supply Chain, and Transportation"
Cargo Handler,"Logistics, Supply Chain, and Transportation"
Cargo Handling Equipment Technician,"Logistics, Supply Chain, and Transportation"
Cargo Handling Manager,"Logistics, Supply Chain, and Transportation"
Cargo Information Desk Attendant,"Logistics, Supply Chain, and Transportation"
Cargo Load Planner,"Logistics, Supply Chain, and Transportation"
Cargo Logistics Analyst,"Logistics, Supply Chain, and Transportation"
Cargo Logistics Manager,"Logistics, Supply Chain, and Transportation"
Cargo Operations Manager,"Logistics, Supply Chain, and Transportation"
Cargo Operations Support Specialist,"Logistics, Supply Chain, and Transportation"
Cargo Processing Agent,"Logistics, Supply Chain, and Transportation"
Cargo Quality Control Specialist,"Logistics, Supply Chain, and Transportation"
Cargo Route Optimization Analyst,"Logistics, Supply Chain, and Transportation"
Cargo Route Planner,"Logistics, Supply Chain, and Transportation"
Cargo Safety Coordinator,"Logistics, Supply Chain, and Transportation"
Cargo Safety Inspector,"Logistics, Supply Chain, and Transportation"
Cargo Sales Manager,"Logistics, Supply Chain, and Transportation"
Cargo Security Manager,"Logistics, Supply Chain, and Transportation"
Cargo Security Officer,"Logistics, Supply Chain, and Transportation"
Cargo Security Specialist,"Logistics, Supply Chain, and Transportation"
Cargo Services Manager,"Logistics, Supply Chain, and Transportation"
Cargo Supervisor,"Logistics, Supply Chain, and Transportation"
Chief Operating Officer (COO),"Logistics, Supply Chain, and Transportation"
Cold Chain Manager,"Logistics, Supply Chain, and Transportation"
Compliance Officer,"Logistics, Supply Chain, and Transportation"
Contract Logistics Manager,"Logistics, Supply Chain, and Transportation"
Contract Manager,"Logistics, Supply Chain, and Transportation"
Customer Logistics Analyst,"Logistics, Supply Chain, and Transportation"
Customer Service Agent,"Logistics, Supply Chain, and Transportation"
Customer Supply Chain Manager,"Logistics, Supply Chain, and Transportation"
Customs Broker,"Logistics, Supply Chain, and Transportation"
Customs Compliance Specialist,"Logistics, Supply Chain, and Transportation"
Dangerous Goods Specialist,"Logistics, Supply Chain, and Transportation"
Delivery Driver,"Logistics, Supply Chain, and Transportation"
Demand Forecasting Analyst,"Logistics, Supply Chain, and Transportation"
Demand Planner,"Logistics, Supply Chain, and Transportation"
Demand Planning Manager,"Logistics, Supply Chain, and Transportation"
Director of Operations,"Logistics, Supply Chain, and Transportation"
Dispatcher,"Logistics, Supply Chain, and Transportation"
Distribution Center Manager,"Logistics, Supply Chain, and Transportation"
Distribution Center Operations Manager,"Logistics, Supply Chain, and Transportation"
Distribution Logistics Analyst,"Logistics, Supply Chain, and Transportation"
Distribution Manager,"Logistics, Supply Chain, and Transportation"
Distribution Operations Analyst,"Logistics, Supply Chain, and Transportation"
Distribution Strategy Manager,"Logistics, Supply Chain, and Transportation"
E-commerce Fulfillment Manager,"Logistics, Supply Chain, and Transportation"
E-commerce Logistics Manager,"Logistics, Supply Chain, and Transportation"
Electrical Engineer (Railroad),"Logistics, Supply Chain, and Transportation"
Emergency Response Coordinator (Rail),"Logistics, Supply Chain, and Transportation"
Engine Mechanic,"Logistics, Supply Chain, and Transportation"
Environmental Compliance Specialist (Airline),"Logistics, Supply Chain, and Transportation"
Fleet Maintenance Coordinator,"Logistics, Supply Chain, and Transportation"
Fleet Maintenance Manager (Cargo),"Logistics, Supply Chain, and Transportation"
Fleet Maintenance Technician,"Logistics, Supply Chain, and Transportation"
